G0097,BEVLE-ZS-匝道,8,jr-nguyenthanhtuan-ty,1,1,59,818,0,1
G0097,BEVLE-ZS-匝道,7,jr-lethithanhtruc-ty,1,1,85,884,0,1
G0097,BEVLE-ZS-匝道,10,jr-nguyenthiphuchai-ty,1,1,73,840,0,1
G0097,BEVLE-ZS-匝道,12,jr-lethithanhtruc-ty,1,1,67,489,0,1
G0097,BEVLE-ZS-匝道,5,jr-nguyenthanhtuan-ty,1,0,0,0,0,1
G0097,BEVLE-ZS-匝道,9,jr-tangtuanminh-ty,1,1,77,996,0,1
G0097,BEVLE-ZS-匝道,6,jr-nguyenthanhtuan-ty,1,1,119,1124,0,1
G0097,BEVLE-ZS-匝道,4,jr-lethithanhtruc-ty,1,1,56,470,0,1
G0097,BEVLE-ZS-匝道,3,jr-phamxuananhvu-ty,1,1,60,658,0,1
G0097,BEVLE-ZS-匝道,11,jr-nguyenthanhtuan-ty,1,0,0,0,0,1
G0097,BEVLE-ZS-匝道,1,jr-phamxuananhvu-ty,1,1,82,675,0,1
G0097,BEVLE-ZS-匝道,2,jr-phamxuananhvu-ty,1,1,53,873,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,45,jr-nguyenthuhang-ty,1,1,128,1018,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,65,jr-lethithanhtruc-ty,1,1,43,482,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,71,jr-nguyenthanhtuan-ty,1,1,144,1471,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,62,jr-nguyenthanhtuan-ty,1,1,48,729,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,43,jr-nguyenthuhang-ty,1,0,0,0,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,61,jr-nguyenthuhang-ty,1,1,60,766,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,55,jr-nguyenthuhang-ty,1,1,40,601,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,70,jr-nguyenthanhtuan-ty,1,0,0,0,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,48,jr-nguyenthiphuchai-ty,1,1,110,1059,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,47,jr-lethithanhtruc-ty,1,1,116,801,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,46,jr-nguyenthanhtuan-ty,1,1,112,1054,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,49,jr-tangtuanminh-ty,1,1,113,1147,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,44,jr-nguyenthuhang-ty,1,0,0,0,0,1
G0098,BEVLE-ZS-最右侧车道-内-3,60,jr-nguyenthanhtuan-ty,1,1,85,876,0,1
G0099,BEVLE-ZS-隧道出入口-0319,123,jr-buihongmai-ty,1,1,35,376,0,1
G0099,BEVLE-ZS-隧道出入口-0319,119,jr-lethithanhtruc-ty,1,1,103,822,0,1
G0099,BEVLE-ZS-隧道出入口-0319,124,jr-tangtuanminh-ty,1,1,29,784,0,1
G0099,BEVLE-ZS-隧道出入口-0319,113,jr-tangtuanminh-ty,1,1,35,542,0,1
G0099,BEVLE-ZS-隧道出入口-0319,116,jr-nguyenthiphuchai-ty,1,1,86,609,0,1
G0099,BEVLE-ZS-隧道出入口-0319,112,jr-nguyennangnguyen-ty,1,1,72,936,0,1
G0099,BEVLE-ZS-隧道出入口-0319,121,jr-nguyenthanhtuan-ty,1,1,42,728,0,1
